Sample,Class,Phi (frac.),Phi (%),K mD,Windland R35,Equiv Brine Sat. (Frac.),O/B Pc (psia)      ,Pore Throat Rad. (microns),Normalized Pore Size Distribution (function),d Sw/d Log Pore Throat Rad,RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.06,215.53,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.06,192.43,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.07,171.05,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.08,151.78,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.09,134.70,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.10,119.74,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.11,106.70,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.15,82.26,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.17,71.37,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.20,62.29,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.22,54.43,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.26,47.47,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.29,41.45,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.34,36.16,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.39,31.60,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.44,27.56,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.51,24.00,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.58,20.97,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.67,18.30,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.76,15.96,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,0.88,13.92,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.00,12.15,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.15,10.57,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.32,9.21,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.51,8.04,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.73,7.04,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,1.99,6.12,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,2.27,5.36,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,2.61,4.67,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,2.98,4.08,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,3.39,3.59,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,3.92,3.11,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,4.50,2.71,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,5.16,2.36,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,5.91,2.06,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,6.77,1.80,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,7.77,1.57,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,8.90,1.37,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,10.20,1.19,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,11.69,1.04,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,1.00,13.41,0.91,0.00,0.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.99,15.36,0.79,0.25,0.18,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.94,17.60,0.69,0.55,0.77,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.85,20.18,0.60,0.81,1.60,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.73,23.13,0.53,0.95,2.00,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.61,26.51,0.46,1.00,2.09,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.48,30.39,0.40,0.98,2.16,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.35,34.83,0.35,0.86,2.14,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.26,39.92,0.31,0.64,1.62,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.19,45.76,0.27,0.43,1.03,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.15,52.45,0.23,0.30,0.71,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.12,60.12,0.20,0.22,0.51,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.10,68.91,0.18,0.17,0.40,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.08,78.98,0.15,0.12,0.32,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.07,90.52,0.13,0.08,0.20,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.06,103.76,0.12,0.06,0.13,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.05,118.92,0.10,0.05,0.13,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.05,136.31,0.09,0.04,0.08,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.04,156.23,0.08,0.04,0.09,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.04,179.08,0.07,0.03,0.08,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.03,205.25,0.06,0.03,0.05,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.03,235.26,0.05,0.02,0.05,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.03,269.65,0.05,0.02,0.05,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.03,309.07,0.04,0.02,0.04,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,354.25,0.03,0.01,0.04,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,406.04,0.03,0.01,0.03,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,465.39,0.03,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,533.43,0.02,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,611.40,0.02,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,700.78,0.02,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,803.22,0.02,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,920.64,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,1055.22,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,1209.48,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.02,1386.28,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,1588.95,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,1821.22,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,2087.45,0.01,0.01,0.01,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,2392.61,0.01,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,2742.37,0.00,0.01,0.02,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,3143.26,0.00,0.01,0.03,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.01,3602.75,0.00,0.02,0.04,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.00,4129.42,0.00,0.02,0.04,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.00,4733.08,0.00,0.02,0.03,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.00,5424.99,0.00,0.01,0.04,1 RRT
1,Good,0.16,15.70,0.00,0.00,0.00,6218.03,0.00,0.00,0.01,1 RRT
105,Poor,0.02,2.00,0.00,0.01,1.00,0.03,216.36,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.03,181.46,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.04,164.98,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.04,147.83,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.04,133.62,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.05,120.43,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.05,109.14,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.06,98.52,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.07,88.99,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.07,80.24,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.08,72.71,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.09,65.74,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.10,59.25,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.11,53.55,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.12,48.41,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.14,43.72,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.15,39.56,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.17,35.81,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.18,32.32,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.21,29.10,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.23,26.29,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.25,23.75,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.28,21.48,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.31,19.40,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.34,17.55,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.38,15.84,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.42,14.29,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.46,12.92,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.51,11.67,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.57,10.53,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.63,9.51,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.69,8.59,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.77,7.76,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.85,7.01,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,0.94,6.33,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.05,5.71,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.16,5.16,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.22,4.89,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.28,4.66,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.42,4.21,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.57,3.80,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.74,3.43,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.93,3.10,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,1.98,3.02,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,2.13,2.81,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,2.33,2.56,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,2.67,2.24,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,2.91,2.05,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,3.23,1.85,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,3.52,1.70,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,3.86,1.55,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,4.33,1.38,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,4.85,1.23,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,5.29,1.13,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,5.88,1.01,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,6.59,0.91,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,7.22,0.83,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,7.88,0.76,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,8.84,0.67,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,9.96,0.60,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,10.98,0.54,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,12.10,0.49,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,13.71,0.44,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,15.14,0.39,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,16.53,0.36,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,18.67,0.32,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,20.10,0.30,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,22.25,0.27,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,25.20,0.24,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,27.22,0.22,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,30.61,0.19,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,33.26,0.18,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,37.36,0.16,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,40.81,0.15,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,45.56,0.13,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,50.08,0.12,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,55.32,0.11,0.00,0.00,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,61.33,0.10,0.01,0.01,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,67.99,0.09,0.01,0.01,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,75.56,0.08,0.01,0.02,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,83.34,0.07,0.01,0.01,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,92.49,0.06,0.01,0.02,N/A
105,Poor,0.02,2.00,0.00,0.01,1.00,101.92,0.06,0.02,0.02,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,113.04,0.05,0.02,0.02,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,124.80,0.05,0.02,0.03,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,131.34,0.05,0.01,0.02,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,138.19,0.04,0.01,0.04,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,153.07,0.04,0.03,0.04,N/A
105,Poor,0.02,2.00,0.00,0.01,0.99,169.40,0.04,0.06,0.08,N/A
105,Poor,0.02,2.00,0.00,0.01,0.98,187.54,0.03,0.06,0.09,N/A
105,Poor,0.02,2.00,0.00,0.01,0.98,207.57,0.03,0.06,0.08,N/A
105,Poor,0.02,2.00,0.00,0.01,0.97,229.76,0.03,0.08,0.11,N/A
105,Poor,0.02,2.00,0.00,0.01,0.97,254.34,0.02,0.09,0.12,N/A
105,Poor,0.02,2.00,0.00,0.01,0.96,281.78,0.02,0.11,0.15,N/A
105,Poor,0.02,2.00,0.00,0.01,0.95,311.56,0.02,0.13,0.19,N/A
105,Poor,0.02,2.00,0.00,0.01,0.94,344.87,0.02,0.16,0.24,N/A
105,Poor,0.02,2.00,0.00,0.01,0.93,381.83,0.02,0.19,0.27,N/A
105,Poor,0.02,2.00,0.00,0.01,0.92,422.70,0.01,0.21,0.30,N/A
105,Poor,0.02,2.00,0.00,0.01,0.90,467.86,0.01,0.27,0.39,N/A
105,Poor,0.02,2.00,0.00,0.01,0.88,517.95,0.01,0.35,0.50,N/A
105,Poor,0.02,2.00,0.00,0.01,0.85,573.44,0.01,0.46,0.66,N/A
105,Poor,0.02,2.00,0.00,0.01,0.81,634.83,0.01,0.58,0.83,N/A
105,Poor,0.02,2.00,0.00,0.01,0.77,702.72,0.01,0.67,0.96,N/A
105,Poor,0.02,2.00,0.00,0.01,0.72,777.97,0.01,0.81,1.16,N/A
105,Poor,0.02,2.00,0.00,0.01,0.66,861.09,0.01,0.90,1.29,N/A
105,Poor,0.02,2.00,0.00,0.01,0.60,953.32,0.01,0.96,1.37,N/A
105,Poor,0.02,2.00,0.00,0.01,0.54,1055.44,0.01,0.98,1.41,N/A
105,Poor,0.02,2.00,0.00,0.01,0.48,1168.29,0.01,0.99,1.43,N/A
105,Poor,0.02,2.00,0.00,0.01,0.41,1293.30,0.00,1.00,1.44,N/A
105,Poor,0.02,2.00,0.00,0.01,0.36,1431.77,0.00,0.89,1.28,N/A
105,Poor,0.02,2.00,0.00,0.01,0.31,1585.01,0.00,0.78,1.13,N/A
105,Poor,0.02,2.00,0.00,0.01,0.26,1754.80,0.00,0.68,0.97,N/A
105,Poor,0.02,2.00,0.00,0.01,0.21,2149.49,0.00,0.91,0.66,N/A
105,Poor,0.02,2.00,0.00,0.01,0.17,2379.09,0.00,0.61,0.87,N/A
105,Poor,0.02,2.00,0.00,0.01,0.13,2632.97,0.00,0.56,0.81,N/A
105,Poor,0.02,2.00,0.00,0.01,0.10,2914.87,0.00,0.54,0.77,N/A
105,Poor,0.02,2.00,0.00,0.01,0.06,3226.54,0.00,0.53,0.76,N/A
105,Poor,0.02,2.00,0.00,0.01,0.03,3567.64,0.00,0.52,0.76,N/A
105,Poor,0.02,2.00,0.00,0.01,0.00,3945.17,0.00,0.48,0.69,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.03,217.46,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.03,179.46,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.04,164.27,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.04,147.51,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.05,132.32,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.05,120.51,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.06,108.47,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.06,98.51,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.07,88.87,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.07,80.14,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.08,72.27,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.09,65.62,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.10,59.04,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.11,53.58,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.12,48.42,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.14,43.66,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.15,39.58,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.17,35.83,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.18,32.27,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.20,29.13,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.23,26.25,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.25,23.76,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.28,21.48,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.31,19.40,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.34,17.57,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.38,15.83,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.42,14.30,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.46,12.92,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.51,11.66,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.57,10.53,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.63,9.51,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.69,8.59,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.77,7.76,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.85,7.01,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,0.94,6.32,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.05,5.71,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.16,5.16,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.22,4.89,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.28,4.66,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.42,4.21,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.57,3.80,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.74,3.43,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.92,3.10,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,1.98,3.02,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,2.16,2.77,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,2.34,2.55,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,2.66,2.24,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,2.85,2.10,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,3.23,1.84,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,3.52,1.69,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,3.95,1.51,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,4.34,1.38,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,4.83,1.23,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,5.34,1.12,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,5.91,1.01,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,6.52,0.92,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,7.21,0.83,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,8.00,0.75,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,8.88,0.67,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,9.82,0.61,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,10.86,0.55,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,11.96,0.50,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,13.30,0.45,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,14.73,0.41,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,16.31,0.37,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,18.04,0.33,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,19.99,0.30,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,22.13,0.27,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,24.50,0.24,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,27.10,0.22,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,30.07,0.20,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,33.22,0.18,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,36.79,0.16,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,40.74,0.15,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,45.11,0.13,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,49.90,0.12,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,55.26,0.11,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,61.18,0.10,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,67.72,0.09,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,74.95,0.08,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,83.02,0.07,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,91.88,0.06,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,101.72,0.06,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,112.61,0.05,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,124.67,0.05,0.00,0.00,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,131.37,0.05,0.01,0.02,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,138.06,0.04,0.01,0.03,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,152.81,0.04,0.02,0.03,N/A
99,Poor,0.03,3.40,0.00,0.01,1.00,169.21,0.04,0.01,0.03,N/A
99,Poor,0.03,3.40,0.00,0.01,0.99,187.30,0.03,0.03,0.05,N/A
99,Poor,0.03,3.40,0.00,0.01,0.99,207.29,0.03,0.05,0.10,N/A
99,Poor,0.03,3.40,0.00,0.01,0.98,229.58,0.03,0.09,0.18,N/A
99,Poor,0.03,3.40,0.00,0.01,0.97,254.07,0.02,0.18,0.35,N/A
99,Poor,0.03,3.40,0.00,0.01,0.94,281.28,0.02,0.29,0.54,N/A
